Tweet,Date,Sentiment_Vader,Sentiment_Blob
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-25,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-25,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-25,-0.6883,-0.44999999999999996
cocky ass apple i was talking bout da fruit fuck you,2022-08-25,-0.8176,-0.30000000000000004
   Hey Bro can I check out that ipod while Im down here,2022-08-26,0.0,-0.15555555555555556
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-26,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-26,-0.6883,-0.44999999999999996
Lmfao  cocky ass apple i was talking bout da fruit fuck you,2022-08-27,-0.6124,-0.30000000000000004
Leading Android fansite recommends Apple Inc iPad Air 2 as best tablet in  AAPL,2022-08-27,0.7269,1.0
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-27,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-27,-0.6883,-0.44999999999999996
FUCK YOU ,2022-08-28,-0.5423,-0.4
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-28,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-28,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-29,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-29,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-29,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-29,-0.6883,-0.44999999999999996
   Misplaced Neil They should protest At city hal and the mayors office and Police Station Not Apple,2022-08-30,-0.25,-0.2
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-30,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-30,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-30,-0.6883,-0.44999999999999996
 It makes you smarter  Elevate is  app of the year  Congratulations  and team,2022-08-31,0.7845,0.0
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-31,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-08-31,-0.6883,-0.44999999999999996
Oh  your live streaming on  tv blows,2022-09-01,0.0,0.13636363636363635
   what did Macys have to do with it or the other stores they blocked,2022-09-01,-0.2732,-0.125
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-01,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-01,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-02,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-02,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-02,-0.6883,-0.44999999999999996
If you cant make or receive calls on your iPhone You might not be able to make or receive calls on yo ,2022-09-03,0.0,0.5
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-03,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-03,-0.6883,-0.44999999999999996
Why does my battery die so quick ,2022-09-03,-0.5994,0.3333333333333333
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-04,-0.6883,-0.44999999999999996
  Its all phony anger These protestors dont really care about blacks dieing or how If they did theyd be after Chicago,2022-09-04,-0.7611,-0.24999999999999997
   No rule against protesting and picking up a spare lightening cable,2022-09-04,-0.6124,0.0
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-05,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-05,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-05,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-05,-0.6883,-0.44999999999999996
 airplay sucks on Yosemite,2022-09-06,-0.3612,-0.3
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-06,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-06,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-07,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-07,-0.6883,-0.44999999999999996
fatty  thanks 4 almost burning my house down,2022-09-07,0.4404,-0.05185185185185185
 everybody else can track when stuff will show up why cant you  USPS has great small package tracking,2022-09-07,0.6249,0.275
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-08,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-08,-0.6883,-0.44999999999999996
  good call I thought  was going to compete with dropbox  etc This is a bad sign like my MacPro std 250GB HD,2022-09-08,0.2263,5.551115123125783e-17
I seriously fing HATE this new version of  iTunes Spend HOURS trying to figure out how to synch wo deleting everything,2022-09-09,-0.7297,-0.3323232323232323
 What the heck My phone screen looks like it lost a battle with a windstorm,2022-09-09,-0.34,0.0
Congrats  I mean he wasnt using  right Apple Google,2022-09-09,0.5267,-0.01339285714285715
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-09,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-10,-0.6883,-0.44999999999999996
 Steve Wozniak calls s legendary garage a bit of a myth,2022-09-10,0.0,1.0
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-10,-0.6883,-0.44999999999999996
   Its democrat funded OWS amppaid protesters distraction from democrat failures ACA Amnestytaxesdebteconomy,2022-09-11,-0.7579,0.0
Just received my  Just gotta wait for  to approve their app now,2022-09-11,0.0,0.0
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-11,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-11,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-12,-0.6883,-0.44999999999999996
Why does my phone suck so much ,2022-09-12,-0.4404,0.2
"  dude I play trombone
Im worried",2022-09-12,0.0516,0.0
 Apple AAPL Plans to Launch iPhone6 Mini Version in 2015 Monday 8 December,2022-09-12,0.0,0.0
 Watch the weekends new TV ads from   and more,2022-09-13,0.0,0.3181818181818182
 Why does my phone suck so much ,2022-09-13,-0.4404,0.2
 Why does my phone suck so much ,2022-09-13,-0.4404,0.2
 fix addis phone so we can text each other pls and thx,2022-09-14,0.4215,-0.125
 Watch the weekends new TV ads from   and more,2022-09-14,0.0,0.3181818181818182
  Hey you wanna use iFon Siks Jas follow  and u will get it ,2022-09-14,0.0,0.0
   Hey you wanna use iFon Siks Jas follow  and u will get it ,2022-09-14,0.0,0.0
 can you please make a charger that actually last,2022-09-15,0.3182,0.0
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-15,-0.6883,-0.44999999999999996
  Come on   et alget your STB together so we can bypass cablesatellite companies,2022-09-15,0.0,0.0
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-16,-0.6883,-0.44999999999999996
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-16,-0.6883,-0.44999999999999996
I applied for s head of social media opening I have a leg up because of my twitter skillz I am like the mark twain of twitter,2022-09-16,0.3612,0.03333333333333333
 And yet I somehow would rather have a MacBook Air  ,2022-09-16,0.0,0.0
Ayyy my fourth phone charger this week broke today  fuck you,2022-09-17,-0.743,-0.2
" Pay Or  Wallet Which is Better
BiztechLTD",2022-09-17,0.3612,0.5
 Apple Inc is Catching up on iPhone6 Supply But Still Lagging Demand Monday 8 December,2022-09-17,-0.5267,0.6
the Best iPhone Apps Of The Year According To  Apple Monday 8 December,2022-09-18,0.6369,1.0
AAPLIn Their Own Words Investor Robin Chan Talks About Xiaomis Lei JunhttptcokwkPByJ4p7,2022-09-18,0.0,0.6
Watch the weekends new TV ads from   and more,2022-09-18,0.0,0.3181818181818182
So heres the deal Im taking this phone and beating the shit out of it Fuck you   whatever your damn twitter is Fuck You,2022-09-18,-0.8271,-0.3333333333333333
My iPhones working without a SIM card on 3G not on wifi wtf ,2022-09-19,0.4717,-0.5
iPhones are mad sensitive bro if its too cold it dies even with a lot of battery left If its too hot it shuts down as well SMFH ,2022-09-19,-0.2732,-0.17175925925925925
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-19,-0.6883,-0.44999999999999996
but when is  gonna let me italicize,2022-09-20,0.0,0.0
xcode AAPL  source kit crash in swift  getting annoying now,2022-09-20,-0.5574,-0.8
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-20,-0.6883,-0.44999999999999996
  FUCK   and ,2022-09-20,-0.6408,-0.4
Worst thing I ever did was update the software on my computer This update is trash ,2022-09-21,-0.6249,-1.0
Joh     yeah,2022-09-21,0.296,0.0
Joh    I told him that but hes crazy,2022-09-21,-0.4767,-0.6
Joh    did the link bring you back to the Pre ordered thing,2022-09-22,0.0,0.0
Meet Elevate  Apples Pick For Best iPhone App Of the Year Monday 8 December,2022-09-22,0.6369,1.0
 now is your chance with Apple TV  Verizon FIOS is going downhill fast  They are now using crappy plastic STBs with no displays,2022-09-22,-0.5859,0.2
   he aint steal it apple did,2022-09-22,0.3875,0.0
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-23,-0.6883,-0.44999999999999996
Im not playing no games,2022-09-23,0.0762,0.0
so with ios8 u can delete a contact but its not actually deleted fml fuck u ,2022-09-23,-0.6956,-0.2
 so with ios8 u can delete a contact but its not actually deleted fml fuck u ,2022-09-23,-0.6956,-0.2
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-09-24,-0.6883,-0.44999999999999996
 my phone just died at 5 and I feel betrayed,2022-09-24,-0.8225,0.0
"A for  
A for 
A for mun",2022-09-24,0.0,0.0
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2022-09-25,0.0,0.0
Dear  Worst idea ever Fix it,2022-09-25,-0.3612,-1.0
i need new emojis  preferably some brown people an shxt like that ,2022-09-25,0.3612,0.13636363636363635
Trippy i need new emojis  preferably some brown people an shxt like that ,2022-09-25,0.3612,0.13636363636363635
 make the settings page less horrific,2022-09-26,-0.6258,-0.5833333333333334
Hey  what the hell is this hahaha,2022-09-26,-0.25,0.2
I wish phones had an infinite amount of storage  you need to do something about that,2022-09-26,0.4019,0.0
My spellcheck makes me wanna stab somebody that isnt the fuckin word I wanted to use ,2022-09-27,-0.5859,0.0
Im learning all about Apple Store at ,2022-09-27,0.0,0.0
 YH News China reminds Apple on need to support privacy security in its products Apple can have access,2022-09-27,0.6249,0.0
 does it look like i fucking have 12 days ,2022-09-27,0.3612,-0.6
AAPLApple Inc International Business Machines Corp Exxon Mobil Corporahttptco0XWPHhpA6C,2022-09-28,0.0,0.0
   its you,2022-09-28,0.0,0.0
Yosemite is dope except for that one glitch that moves the message window all over the place  ,2022-09-28,0.0,0.0
   that proves nothing,2022-09-29,0.0,0.3
Where are they going with this Come on,2022-09-29,0.0,0.0
 why is the quality so bad on these WEBCAM PICS EXCUSE ME ,2022-09-29,-0.5359,-0.37499999999999994
Losing TwoFactor Recovery Key Could Permanently Lock Apple ID AAPL,2022-09-29,-0.3818,0.0
Trippy i need new emojis  preferably some brown people an shxt like that ,2022-09-30,0.3612,0.13636363636363635
Great  my phone number is so accurate,2022-09-30,0.6597,0.6000000000000001
 thanks for making the shittiest chargers,2022-09-30,-0.3612,0.2
The hell does this mean  one day Skype wont let me login now I cant even open the app,2022-10-01,-0.6808,-0.15625
  They got a nigga in a turban Why cant we have a sista in a headscarf ,2022-10-01,0.0,0.0
Apple 113 matches 8 increase in earnings 2014Q3 EPS142 in  IOS App Donkey Stocks on your iPhone AAPL,2022-10-01,0.3182,0.0
  Be warned  If Consuela gets a quincenera emoji Tasha BETTER get a juke session emoji,2022-10-01,0.368,0.5
  Damnit  I Want Footwork,2022-10-02,-0.4767,0.0
These Damn  Commercials Are Getting Worse and Worse,2022-10-02,-0.836,-0.4
   Nope Thats Danny Terrio I want Jamal doing the percolator,2022-10-02,0.0772,0.0
No  dont remind me tomorrow Just fing TELL ME what the updates you want to install actually ARE,2022-10-03,-0.2263,0.0
   Apple better get to working,2022-10-03,0.4404,0.5
AAPLIn Their Own Words Baidus Robin Li On Xiaomi Founder Lei Juns Gutshttptco1lhPbkTPpF,2022-10-03,0.0,0.6
Last plaintiff in iTunes antitrust lawsuit disqualified but the show must   AAPL Apple MariannaRosen,2022-10-03,-0.3291,0.0
 Were so excited to be named to s App Store Best of 2014 list this year Apple,2022-10-04,0.7841,0.6875
Congrats  on making an iPhone recording DRM protected so we cant play it anywhere we want fail,2022-10-04,0.2024,-0.5
"Does anyone know if theres a smartwatch  with a old fashioned clock face 
Grandma needs a watch    ",2022-10-04,0.0,0.1
Danger but ok  wanna fuck with me,2022-10-04,-0.631,0.04999999999999999
" Does anyone know if theres a smartwatch  with a old fashioned clock face 
Grandma needs a watch    ",2022-10-05,0.0,0.1
my iphone6 plus is impossible to hold without a cover it slides out if my hand apple iphone ,2022-10-05,0.4939,-0.6666666666666666
Just used Apple Pay for the first time thanks ,2022-10-05,0.3612,0.225
 ios8 The lack of true keyboard integration is KILLING me Halfassed implementations arent solutions,2022-10-06,-0.7312,0.35
AAPLAccel Partners Leads 50M Series C Funding in DataGravityhttptcoLUjpQPfkXm,2022-10-06,0.0,0.0
Trippy i need new emojis  preferably some brown people an shxt like that ,2022-10-06,0.3612,0.13636363636363635
um wheres the mango emoji ,2022-10-06,0.0,0.0
 um wheres the mango emoji ,2022-10-07,0.0,0.0
 Were so excited to be named to s App Store Best of 2014 list this year Apple,2022-10-07,0.7841,0.6875
 Were so excited to be named to s App Store Best of 2014 list this year Apple,2022-10-07,0.7841,0.6875
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-10-08,-0.6883,-0.44999999999999996
 Is Already Building Its Next Massive Business And No One Seems To Have Noticed,2022-10-08,-0.296,0.0
What Every Young Designer Should Know From Legendary  Designer Susan Kare,2022-10-08,0.0,0.55
 should really invest in terabyte storage,2022-10-08,0.0,0.2
Best apps 2014 it seems Whats wrong with ,2022-10-09,0.2732,0.25
There is no  presales in India Their toll free keeps ringing O yes either you need it or you dont need Why ask anything,2022-10-09,0.5859,0.4
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-10-09,-0.6883,-0.44999999999999996
 announces its top apps of 2014 Did your favourite app make the list via  AppStore2014,2022-10-10,0.2023,0.5
 to have  iBeacon technology,2022-10-10,0.0,0.0
 How can Microsoft compete with  if  they are so slow in giving most demanded data toggler shortcut BigDreamsButSmallAct,2022-10-10,0.1206,0.09999999999999998
BREAKING AAPL buy reiterated  target set to 143 by Cantor AAPL Brief explanation here AAPL,2022-10-10,0.6369,0.0
Here we go again wit this waiting for items to copy shit on iTunes yall pissing me off ,2022-10-11,-0.743,-0.2
 says security measures have cut phone theft by nearly 40 percent in some places,2022-10-11,0.0772,0.1
Top iOS apps of 2014  names Elevate Brain Training as 1 iPhone app,2022-10-11,0.2023,0.5
A Orwellian vision of the world once  Pay takes over by Skinner,2022-10-12,0.1531,0.0
 Top iOS apps of 2014  names Elevate Brain Training as 1 iPhone app,2022-10-12,0.2023,0.5
How is my battery already 83 within 15 minutes of usage Fix up ,2022-10-12,0.0,0.0
Itd be real cute if I could sync music to my phone   ,2022-10-12,0.4588,0.75
AAPLFast Money Recap Will Oil Companies Start Cutting Their Dividendshttptco6dEQ9drYwQ,2022-10-13,-0.128,-0.6
AAPLPM Abe says Apple to build big RampD center in Japan mediahttptcoDeavV9AYMk,2022-10-13,0.0,-0.05
   explain yourselves,2022-10-13,0.0,0.0
PM Abe says Apple to build big RampD center in Japan media AAPL aapl,2022-10-14,0.0,-0.05
apple earns more profit in on quarter than amazon has earned in its lifetime,2022-10-14,0.5984,0.5
"apple earns more profit in on quarter than amazon has earned in its lifetime
Amazon

WoW Facts",2022-10-14,0.8553,0.3
 iSchool education ,2022-10-14,0.0,0.0
   First to own 2600 digital lang IP is NEW leader of the Internet games  games,2022-10-15,0.0,0.24659090909090908
ipad irig  For the price to connect my guitar I could buy a real amp loud enough to perform ripoff,2022-10-15,0.0,0.10000000000000002
Counting down the minutes Interest in full time trading stocks futures forex trader spy qqq aapl gpro fb,2022-10-15,0.4588,0.09722222222222221
apple earns more profit in on quarter than amazon has earned in its lifetime,2022-10-15,0.5984,0.5
apple earns more profit in on quarter than amazon has earned in its lifetime,2022-10-16,0.5984,0.5
MFN is not just about international trade Its the key issue in s ebook appellate case says ,2022-10-16,0.0,0.0
Apple Plans to Launch iPhone 6 Mini Version in 2015 AAPL aapl,2022-10-16,0.0,0.0
CNBC   how does that fat finger on AAPL look NOW   only a few days later,2022-10-17,0.0,-0.06666666666666667
YES I LOVE WHEN NONE OF MY STUFF WORKS THANK YOU ,2022-10-17,0.8555,0.5
real quick shout out to  for your technology never working,2022-10-17,0.0,0.5
Apple Returns Cash To Shareholders Because Its Out Of Ideas On How To Invest It AAPL aapl,2022-10-17,0.0,0.0
Apple to build major new RampD facility in Japan prime minister reveals AAPL aapl,2022-10-18,0.0,0.09943181818181818
i need to take that ridedrive to the FL Mall today so i can schedule an appt at  for my mac daddy,2022-10-18,0.0,0.0
How Apple Will Boost Profits During the Holiday Quarter and Beyond AAPL aapl,2022-10-18,0.8074,0.0
 Apple to build major new RampD facility in Japan prime minister reveals AAPL aapl,2022-10-19,0.0,0.09943181818181818
 Apple to build major new RampD facility in Japan prime minister reveals AAPL aapl,2022-10-19,0.0,0.09943181818181818
 How Apple Will Boost Profits During the Holiday Quarter and Beyond AAPL aapl,2022-10-19,0.8074,0.0
 How Apple Will Boost Profits During the Holiday Quarter and Beyond AAPL aapl,2022-10-19,0.8074,0.0
Apples first patent reassignment from PrimeSense buy hints at 3D mapping on Apple TV iPhone AAPL aapl,2022-10-20,0.0,0.25
The new  iPad Air 2 Change,2022-10-20,0.0,0.13636363636363635
 Protesters stage DieIn protests in  store in NYC Is it me or is this anger misplaced RETWEET if you agree,2022-10-20,-0.6883,-0.44999999999999996
Attention  Your free iPads would go faster if your emails didnt go straight to junk folders sortitout,2022-10-21,0.3887,0.30000000000000004
Apple antitrust hearing will continue despite every plaintiff being disqualified AAPL aapl,2022-10-21,-0.4215,0.0
Dear   sometimes when I write gave it means I want the word gave not the word have Its not a typo,2022-10-21,0.4404,0.0
Here are  5 things to know today including who is hoarding the  iPhone6,2022-10-21,0.0,0.0
Apple Stores recruiting fashionluxury experts ahead of Apple Watch debut AAPL aapl,2022-10-22,0.0,0.0
Apple Inc Hires More Fashion Pros Before iWatch Launch AAPL,2022-10-22,0.0,0.5
See Which 11 Guru Fund Managers Hold Apple AAPL aapl,2022-10-22,0.0,0.0
Considering the ads in my FB feed  facebook privacy changes I think  s Tim Cook was spot on how about you,2022-10-23,0.0,0.0
Hey  the keyboard on my phone is all sorts of drunk this morning send help pls thx,2022-10-23,0.4767,-0.5
APPLE Intraday Comments  PreOpening  PREMIUM USERS  aapl Stockaction trading Stocks MKt,2022-10-23,0.0,0.0
Translate Your App Success story from TAUS member   go global with  ,2022-10-23,0.5719,0.15
Translate Your App Success story from TAUS member   go global with  ,2022-10-24,0.5719,0.15
Sales Of The iPhone 6 Plus Have Settled A LongRunning Argument About Apple And Smartphones AAPL aapl,2022-10-24,-0.3612,0.0
Just did my first transaction with  Pay using my  card Very neat,2022-10-24,0.4391,0.225
Apples Siri now partnered with Yahoo  watch out Google AAPL YHOO GOOG,2022-10-25,0.0,0.0
aapl traders chart looks weaker than Id like already below 20 sma momentum drop Could sell off drag price to its 50 sma stockmarket,2022-10-25,-0.5267,-0.1
Why  Wont Be A Trillion Dollar Company According To Billionaire VC   ,2022-10-25,0.0,0.0
Certified by   Partnered with  Business  Collaborated with   Now,2022-10-25,0.0,0.0
The Boom 2 equaliser app for iMac is sooooo sick Blow the roof off Also thank you  for my free hard drive replacemrnt cosumerlaw,2022-10-26,0.2732,-0.20198412698412702
My actual Stock Market positions are starting to show some profits Long TVIX CrudeOil Short Aapl at 116  and NASDAQ,2022-10-26,0.4404,-0.0125
 Any comment on aapl today,2022-10-26,0.0,0.0
Finally Brooklyn Is Getting Its Own Apple Store aapl,2022-10-26,0.0,0.3
Brooklyn finally getting an Apple Store expected to open in April 2015  AAPL DiscussBrooklyn,2022-10-27,0.0,-0.03333333333333333
 to Open New Research Site in Japan  WSJ aapl,2022-10-27,0.0,0.06818181818181818
It looks like I have a software update saved in my storage on my IPhone Can I delete this or do I need it  Applesupport,2022-10-27,0.6486,0.0
Why  dont got layaway lol I need an iMac man,2022-10-28,-0.3252,0.8
APPLE  Fibonacci Technicals Levels  Intraday  PreOpening AAPL aapl,2022-10-28,0.0,0.0
   Its not handled well but folks like myself do not think Eric Garners death should simply go away,2022-10-28,-0.5434,0.0
Its official Williamsburg is no longer hip anymore ,2022-10-28,-0.296,0.0
 reveals its Best of 2014 app list Elevate and Threes top the list via ,2022-10-29,0.7184,0.75
 Here are  5 things to know today including who is hoarding the  iPhone6,2022-10-29,0.0,0.0
The Best iPhone Apps Of The Year According To,2022-10-29,0.6369,1.0
Apple Planning New Retail Store in Williamsburg Brooklyn Mac Blog AAPL,2022-10-30,0.0,0.13636363636363635
BLOCK TRADE detected in AAPL,2022-10-30,-0.5622,0.0
Have been brave and taken out an AAPL CFD as the drop to 110 seems overdone,2022-10-30,0.3182,0.8
Short Menu 31 now live in the  appstore ,2022-10-30,0.0,0.06818181818181818
APPLE Intraday Comments  Updated RANGE  PREMIUM USERS  aapl Stockaction trading Stocks MKt,2022-10-31,0.0,0.0
 seems to be nailing it with  building on their success amp brand AppleID NoMorePaywords,2022-10-31,0.5719,0.3
 seems to be nailing it with  building on their success amp brand AppleID NoMorePaywords,2022-10-31,0.5719,0.3
Report Apples Hiring Fashionistas To Help Flog Its Watch  AAPL aapl,2022-11-01,0.4019,0.0
Designdriven companies like  and Cola have outperformed the SampP 500 by 228 over the past 10 years,2022-11-01,0.3612,-0.25
APPLE Intraday Comments  Updated RANGE   PREMIUM USERS  aapl Stockaction trading Stocks MKt,2022-11-01,0.0,0.0
AAPL as expected some users still like small screens iPhone 6 mini reportedly on its way AAPL,2022-11-01,0.3612,-0.175
APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2022-11-02,0.0,0.0
 APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2022-11-02,0.0,0.0
AAPL10 Best and Coolest Tech Gadgets for the 2014 Holiday SeasonhttptcoTeEYOCBb4l,2022-11-02,0.7845,1.0
 APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2022-11-03,0.0,0.0
 claims tht its open access devpt platform goes beyond either  HealthKit or,2022-11-03,0.0,0.0
The AppleWatch And Its 11 Billion Impact On Earnings In One Year AAPL,2022-11-03,0.0,0.0
That moment when youre typing a tweet and the official  client on your  iPad 1 CRASHES gt,2022-11-03,0.2732,0.0
Apple Inc is doomed AAPL dropped by 111 Currently priced at 111155 AAPL,2022-11-04,-0.6369,0.0
AAPLFinally Brooklyn Is Getting Its Own Apple StorehttptcoPZfyXGxWcd,2022-11-04,0.0,0.6
 building massive new RampD center in Japan says its prime minister,2022-11-04,0.0,0.012121212121212116
China reminds Apple on need to support privacy security in its products AAPL aapl,2022-11-05,0.6249,0.0
Apple Opening Advanced RampD Center in Yokohama Japan AAPL,2022-11-05,0.25,0.15000000000000002
Major News Outlets Seek Permission to Share Steve Jobs iPod Lawsuit Deposition Video AAPL,2022-11-05,0.0772,0.0625
IN YOUR FACE ,2022-11-05,0.0,0.0
 one of my iPhone 5 speakers just stopped working thats not coolsend me the iPhone 6 and I will forgive you,2022-11-06,0.0516,0.0
 Store is coming to Brooklyn,2022-11-06,0.0,0.0
APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2022-11-06,0.0,0.0
 APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2022-11-06,0.0,0.0
4inch iPhone6 Five Reasons Apple Wont Make It  Forbes aapl,2022-11-07,0.0,0.0
 APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2022-11-07,0.0,0.0
Apple Adds New Apple TV Channels for UFC The Scene Fusion and Dailymotion AAPL,2022-11-07,0.0,0.13636363636363635
 you suck,2022-11-08,-0.4404,0.0
  you suck,2022-11-08,-0.4404,0.0
YouTube Apple TV App Updated With Streamlined Interface Video Advertisements AAPL,2022-11-08,0.0,0.0
REPORT Apple Wants Fashion And Luxury Experts To Help Sell The AppleWatch aapl,2022-11-08,0.4019,0.2
 iBooks picks OPERATION PAPERCLIP as one of the Top Ten NonFiction Books of the Year  BestBook2014 iBooks2014,2022-11-09,0.2023,0.25
Apple hoarding iPhone 6 supply for its own stores AAPL aapl,2022-11-09,0.0,0.6
5 Unfiltered Quotes From Apple CoFounder Steve Wozniak aapl woz,2022-11-09,0.0,0.0
APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2022-11-10,0.0,0.0
Happy Monday My camera on my fancy  iPhone6Plus suddenly stopped working this weekend so instead  I meme,2022-11-10,0.4215,0.4
Apple Inc Plans To Build Research amp Development Facility In Japan AAPL,2022-11-10,0.0,0.0
iOS A visual history via   ipaded edtech,2022-11-10,0.0,0.0
Im going to check if I got it  TV gets four new channels and  redesign via ,2022-11-11,0.0,0.13636363636363635
First  employee The remarkable odyssey of Bill Fernandez via,2022-11-11,0.5574,0.5
CNBCTV  Cramers view on Apple amp Tesla aapl,2022-11-11,0.0,0.0
AAPL shares fall despite price target increases from BMO Capital and Citigroup Apple AAPL WallStreet NASDAQ,2022-11-12,0.296,0.0
AAPL4inch iPhone 6 Five Reasons Apple Wont Make IthttptcopZaHEFQWLo,2022-11-12,0.0,0.0
Apple to Open New Research Site in Japan AAPL aapl,2022-11-12,0.0,0.06818181818181818
